x_s,y_s,x_a,y_a,dx,dy,direction
214,53,704,232,-490,-179,1
217,56,704,232,-487,-176,1
220,59,704,232,-484,-173,1
223,62,704,232,-481,-170,1
226,65,704,232,-478,-167,1
229,68,704,232,-475,-164,1
232,71,704,232,-472,-161,1
235,74,704,232,-469,-158,1
238,77,704,232,-466,-155,1
241,80,704,232,-463,-152,1
244,83,704,232,-460,-149,1
247,86,704,232,-457,-146,1
250,89,704,232,-454,-143,1
253,92,704,232,-451,-140,1
256,95,704,232,-448,-137,1
259,98,704,232,-445,-134,1
262,101,704,232,-442,-131,1
265,104,704,232,-439,-128,1
268,107,704,232,-436,-125,1
271,110,704,232,-433,-122,1
274,113,704,232,-430,-119,1
277,116,704,232,-427,-116,1
280,119,704,232,-424,-113,1
283,122,704,232,-421,-110,1
286,125,704,232,-418,-107,1
289,128,704,232,-415,-104,1
292,131,704,232,-412,-101,1
295,134,704,232,-409,-98,1
298,137,704,232,-406,-95,1
301,140,704,232,-403,-92,1
304,143,704,232,-400,-89,1
307,146,704,232,-397,-86,1
310,149,704,232,-394,-83,1
313,152,704,232,-391,-80,1
316,155,704,232,-388,-77,1
319,158,704,232,-385,-74,1
322,161,704,232,-382,-71,1
325,164,704,232,-379,-68,1
328,167,704,232,-376,-65,1
331,170,704,232,-373,-62,1
334,173,704,232,-370,-59,1
337,176,704,232,-367,-56,1
340,179,704,232,-364,-53,1
343,182,704,232,-361,-50,1
346,185,704,232,-358,-47,1
349,188,704,232,-355,-44,1
352,191,704,232,-352,-41,1
355,194,704,232,-349,-38,1
358,197,704,232,-346,-35,1
361,200,704,232,-343,-32,1
364,203,704,232,-340,-29,1
367,206,704,232,-337,-26,1
370,209,704,232,-334,-23,1
373,212,704,232,-331,-20,1
376,215,704,232,-328,-17,1
379,218,704,232,-325,-14,1
382,221,704,232,-322,-11,1
385,224,704,232,-319,-8,1
388,227,704,232,-316,-5,1
391,230,704,232,-313,-2,1
394,233,704,232,-310,1,3
397,230,704,232,-307,-2,1
400,233,704,232,-304,1,3
403,230,704,232,-301,-2,1
406,233,704,232,-298,1,3
409,230,704,232,-295,-2,1
412,233,704,232,-292,1,3
415,230,704,232,-289,-2,1
418,233,704,232,-286,1,3
421,230,704,232,-283,-2,1
424,233,704,232,-280,1,3
427,230,704,232,-277,-2,1
430,233,704,232,-274,1,3
433,230,704,232,-271,-2,1
436,233,704,232,-268,1,3
439,230,704,232,-265,-2,1
442,233,704,232,-262,1,3
445,230,704,232,-259,-2,1
448,233,704,232,-256,1,3
451,230,704,232,-253,-2,1
454,233,704,232,-250,1,3
457,230,704,232,-247,-2,1
460,233,704,232,-244,1,3
463,230,704,232,-241,-2,1
466,233,704,232,-238,1,3
469,230,704,232,-235,-2,1
472,233,704,232,-232,1,3
475,230,704,232,-229,-2,1
478,233,704,232,-226,1,3
481,230,704,232,-223,-2,1
484,233,704,232,-220,1,3
487,230,704,232,-217,-2,1
490,233,704,232,-214,1,3
493,230,704,232,-211,-2,1
496,233,704,232,-208,1,3
499,230,704,232,-205,-2,1
502,233,704,232,-202,1,3
505,230,704,232,-199,-2,1
508,233,704,232,-196,1,3
511,230,704,232,-193,-2,1
514,233,704,232,-190,1,3
517,230,704,232,-187,-2,1
520,233,704,232,-184,1,3
523,230,704,232,-181,-2,1
526,233,704,232,-178,1,3
529,230,704,232,-175,-2,1
532,233,704,232,-172,1,3
535,230,704,232,-169,-2,1
538,233,704,232,-166,1,3
541,230,704,232,-163,-2,1
544,233,704,232,-160,1,3
547,230,704,232,-157,-2,1
550,233,704,232,-154,1,3
553,230,704,232,-151,-2,1
556,233,704,232,-148,1,3
559,230,704,232,-145,-2,1
562,233,704,232,-142,1,3
565,230,704,232,-139,-2,1
568,233,704,232,-136,1,3
571,230,704,232,-133,-2,1
574,233,704,232,-130,1,3
577,230,704,232,-127,-2,1
580,233,704,232,-124,1,3
583,230,704,232,-121,-2,1
586,233,704,232,-118,1,3
589,230,704,232,-115,-2,1
592,233,704,232,-112,1,3
595,230,704,232,-109,-2,1
598,233,704,232,-106,1,3
601,230,704,232,-103,-2,1
604,233,704,232,-100,1,3
607,230,704,232,-97,-2,1
610,233,704,232,-94,1,3
613,230,704,232,-91,-2,1
616,233,704,232,-88,1,3
619,230,704,232,-85,-2,1
622,233,704,232,-82,1,3
625,230,704,232,-79,-2,1
628,233,704,232,-76,1,3
631,230,704,232,-73,-2,1
634,233,704,232,-70,1,3
637,230,704,232,-67,-2,1
640,233,704,232,-64,1,3
643,230,704,232,-61,-2,1
646,233,704,232,-58,1,3
649,230,704,232,-55,-2,1
652,233,704,232,-52,1,3
655,230,704,232,-49,-2,1
658,233,704,232,-46,1,3
661,230,704,232,-43,-2,1
664,233,704,232,-40,1,3
667,230,704,232,-37,-2,1
670,233,704,232,-34,1,3
673,230,584,24,89,206,5
670,227,584,24,86,203,5
667,224,584,24,83,200,5
664,221,584,24,80,197,5
661,218,584,24,77,194,5
658,215,584,24,74,191,5
655,212,584,24,71,188,5
652,209,584,24,68,185,5
649,206,584,24,65,182,5
646,203,584,24,62,179,5
643,200,584,24,59,176,5
640,197,584,24,56,173,5
637,194,584,24,53,170,5
634,191,584,24,50,167,5
631,188,584,24,47,164,5
628,185,584,24,44,161,5
625,182,584,24,41,158,5
622,179,584,24,38,155,5
619,176,584,24,35,152,5
616,173,584,24,32,149,5
613,170,584,24,29,146,5
610,167,584,24,26,143,5
607,164,584,24,23,140,5
604,161,584,24,20,137,5
601,158,584,24,17,134,5
598,155,584,24,14,131,5
595,152,584,24,11,128,5
592,149,584,24,8,125,5
589,146,584,24,5,122,5
586,143,584,24,2,119,5
583,140,584,24,-1,116,3
586,137,584,24,2,113,5
583,134,584,24,-1,110,3
586,131,584,24,2,107,5
583,128,584,24,-1,104,3
586,125,584,24,2,101,5
583,122,584,24,-1,98,3
586,119,584,24,2,95,5
583,116,584,24,-1,92,3
586,113,584,24,2,89,5
583,110,584,24,-1,86,3
586,107,584,24,2,83,5
583,104,584,24,-1,80,3
586,101,584,24,2,77,5
583,98,584,24,-1,74,3
586,95,584,24,2,71,5
583,92,584,24,-1,68,3
586,89,584,24,2,65,5
583,86,584,24,-1,62,3
586,83,584,24,2,59,5
583,80,584,24,-1,56,3
586,77,584,24,2,53,5
583,74,584,24,-1,50,3
586,71,584,24,2,47,5
583,68,584,24,-1,44,3
586,65,584,24,2,41,5
583,62,584,24,-1,38,3
586,59,584,24,2,35,5
583,56,584,24,-1,32,3
586,53,664,192,-78,-139,1
589,56,664,192,-75,-136,1
592,59,664,192,-72,-133,1
595,62,664,192,-69,-130,1
598,65,664,192,-66,-127,1
601,68,664,192,-63,-124,1
604,71,664,192,-60,-121,1
607,74,664,192,-57,-118,1
610,77,664,192,-54,-115,1
613,80,664,192,-51,-112,1
616,83,664,192,-48,-109,1
619,86,664,192,-45,-106,1
622,89,664,192,-42,-103,1
625,92,664,192,-39,-100,1
628,95,664,192,-36,-97,1
631,98,664,192,-33,-94,1
634,101,664,192,-30,-91,1
637,104,664,192,-27,-88,1
640,107,664,192,-24,-85,1
643,110,664,192,-21,-82,1
646,113,664,192,-18,-79,1
649,116,664,192,-15,-76,1
652,119,664,192,-12,-73,1
655,122,664,192,-9,-70,1
658,125,664,192,-6,-67,1
661,128,664,192,-3,-64,1
664,131,664,192,0,-61,0
664,134,664,192,0,-58,0
664,137,664,192,0,-55,0
664,140,664,192,0,-52,0
664,143,664,192,0,-49,0
664,146,664,192,0,-46,0
664,149,664,192,0,-43,0
664,152,664,192,0,-40,0
664,155,664,192,0,-37,0
664,158,664,192,0,-34,0
664,161,104,176,560,-15,7
661,164,104,176,557,-12,7
658,167,104,176,554,-9,7
655,170,104,176,551,-6,7
652,173,104,176,548,-3,7
649,176,104,176,545,0,6
646,176,104,176,542,0,6
643,176,104,176,539,0,6
640,176,104,176,536,0,6
637,176,104,176,533,0,6
634,176,104,176,530,0,6
631,176,104,176,527,0,6
628,176,104,176,524,0,6
625,176,104,176,521,0,6
622,176,104,176,518,0,6
619,176,104,176,515,0,6
616,176,104,176,512,0,6
613,176,104,176,509,0,6
610,176,104,176,506,0,6
607,176,104,176,503,0,6
604,176,104,176,500,0,6
601,176,104,176,497,0,6
598,176,104,176,494,0,6
595,176,104,176,491,0,6
592,176,104,176,488,0,6
589,176,104,176,485,0,6
586,176,104,176,482,0,6
583,176,104,176,479,0,6
580,176,104,176,476,0,6
577,176,104,176,473,0,6
574,176,104,176,470,0,6
571,176,104,176,467,0,6
568,176,104,176,464,0,6
565,176,104,176,461,0,6
562,176,104,176,458,0,6
559,176,104,176,455,0,6
556,176,104,176,452,0,6
553,176,104,176,449,0,6
550,176,104,176,446,0,6
547,176,104,176,443,0,6
544,176,104,176,440,0,6
541,176,104,176,437,0,6
538,176,104,176,434,0,6
535,176,104,176,431,0,6
532,176,104,176,428,0,6
529,176,104,176,425,0,6
526,176,104,176,422,0,6
523,176,104,176,419,0,6
520,176,104,176,416,0,6
517,176,104,176,413,0,6
514,176,104,176,410,0,6
511,176,104,176,407,0,6
508,176,104,176,404,0,6
505,176,104,176,401,0,6
502,176,104,176,398,0,6
499,176,104,176,395,0,6
496,176,104,176,392,0,6
493,176,104,176,389,0,6
490,176,104,176,386,0,6
487,176,104,176,383,0,6
484,176,104,176,380,0,6
481,176,104,176,377,0,6
478,176,104,176,374,0,6
475,176,104,176,371,0,6
472,176,104,176,368,0,6
469,176,104,176,365,0,6
466,176,104,176,362,0,6
463,176,104,176,359,0,6
460,176,104,176,356,0,6
457,176,104,176,353,0,6
454,176,104,176,350,0,6
451,176,104,176,347,0,6
448,176,104,176,344,0,6
445,176,104,176,341,0,6
442,176,104,176,338,0,6
439,176,104,176,335,0,6
436,176,104,176,332,0,6
433,176,104,176,329,0,6
430,176,104,176,326,0,6
427,176,104,176,323,0,6
424,176,104,176,320,0,6
421,176,104,176,317,0,6
418,176,104,176,314,0,6
415,176,104,176,311,0,6
412,176,104,176,308,0,6
409,176,104,176,305,0,6
406,176,104,176,302,0,6
403,176,104,176,299,0,6
400,176,104,176,296,0,6
397,176,104,176,293,0,6
394,176,104,176,290,0,6
391,176,104,176,287,0,6
388,176,104,176,284,0,6
385,176,104,176,281,0,6
382,176,104,176,278,0,6
379,176,104,176,275,0,6
376,176,104,176,272,0,6
373,176,104,176,269,0,6
370,176,104,176,266,0,6
367,176,104,176,263,0,6
364,176,104,176,260,0,6
361,176,104,176,257,0,6
358,176,104,176,254,0,6
355,176,104,176,251,0,6
352,176,104,176,248,0,6
349,176,104,176,245,0,6
346,176,104,176,242,0,6
343,176,104,176,239,0,6
340,176,104,176,236,0,6
337,176,104,176,233,0,6
334,176,104,176,230,0,6
331,176,104,176,227,0,6
328,176,104,176,224,0,6
325,176,104,176,221,0,6
322,176,104,176,218,0,6
319,176,104,176,215,0,6
316,176,104,176,212,0,6
313,176,104,176,209,0,6
310,176,104,176,206,0,6
307,176,104,176,203,0,6
304,176,104,176,200,0,6
301,176,104,176,197,0,6
298,176,104,176,194,0,6
295,176,104,176,191,0,6
292,176,104,176,188,0,6
289,176,104,176,185,0,6
286,176,104,176,182,0,6
283,176,104,176,179,0,6
280,176,104,176,176,0,6
277,176,104,176,173,0,6
274,176,104,176,170,0,6
271,176,104,176,167,0,6
268,176,104,176,164,0,6
265,176,104,176,161,0,6
262,176,104,176,158,0,6
259,176,104,176,155,0,6
256,176,104,176,152,0,6
253,176,104,176,149,0,6
250,176,104,176,146,0,6
247,176,104,176,143,0,6
244,176,104,176,140,0,6
241,176,104,176,137,0,6
238,176,104,176,134,0,6
235,176,104,176,131,0,6
232,176,104,176,128,0,6
229,176,104,176,125,0,6
226,176,104,176,122,0,6
223,176,104,176,119,0,6
220,176,104,176,116,0,6
217,176,104,176,113,0,6
214,176,104,176,110,0,6
211,176,104,176,107,0,6
208,176,104,176,104,0,6
205,176,104,176,101,0,6
202,176,104,176,98,0,6
199,176,104,176,95,0,6
196,176,104,176,92,0,6
193,176,104,176,89,0,6
190,176,104,176,86,0,6
187,176,104,176,83,0,6
184,176,104,176,80,0,6
181,176,104,176,77,0,6
178,176,104,176,74,0,6
175,176,104,176,71,0,6
172,176,104,176,68,0,6
169,176,104,176,65,0,6
166,176,104,176,62,0,6
163,176,104,176,59,0,6
160,176,104,176,56,0,6
157,176,104,176,53,0,6
154,176,104,176,50,0,6
151,176,104,176,47,0,6
148,176,104,176,44,0,6
145,176,104,176,41,0,6
142,176,104,176,38,0,6
139,176,104,176,35,0,6
136,176,104,176,32,0,6
133,176,728,312,-595,-136,1
136,179,728,312,-592,-133,1
139,182,728,312,-589,-130,1
142,185,728,312,-586,-127,1
145,188,728,312,-583,-124,1
148,191,728,312,-580,-121,1
151,194,728,312,-577,-118,1
154,197,728,312,-574,-115,1
157,200,728,312,-571,-112,1
160,203,728,312,-568,-109,1
163,206,728,312,-565,-106,1
166,209,728,312,-562,-103,1
169,212,728,312,-559,-100,1
172,215,728,312,-556,-97,1
175,218,728,312,-553,-94,1
178,221,728,312,-550,-91,1
181,224,728,312,-547,-88,1
184,227,728,312,-544,-85,1
187,230,728,312,-541,-82,1
190,233,728,312,-538,-79,1
193,236,728,312,-535,-76,1
196,239,728,312,-532,-73,1
199,242,728,312,-529,-70,1
202,245,728,312,-526,-67,1
205,248,728,312,-523,-64,1
208,251,728,312,-520,-61,1
211,254,728,312,-517,-58,1
214,257,728,312,-514,-55,1
217,260,728,312,-511,-52,1
220,263,728,312,-508,-49,1
223,266,728,312,-505,-46,1
226,269,728,312,-502,-43,1
229,272,728,312,-499,-40,1
232,275,728,312,-496,-37,1
235,278,728,312,-493,-34,1
238,281,728,312,-490,-31,1
241,284,728,312,-487,-28,1
244,287,728,312,-484,-25,1
247,290,728,312,-481,-22,1
250,293,728,312,-478,-19,1
253,296,728,312,-475,-16,1
256,299,728,312,-472,-13,1
259,302,728,312,-469,-10,1
262,305,728,312,-466,-7,1
265,308,728,312,-463,-4,1
268,311,728,312,-460,-1,1
271,314,728,312,-457,2,3
274,311,728,312,-454,-1,1
277,314,728,312,-451,2,3
280,311,728,312,-448,-1,1
283,314,728,312,-445,2,3
286,311,728,312,-442,-1,1
289,314,728,312,-439,2,3
292,311,728,312,-436,-1,1
295,314,728,312,-433,2,3
298,311,728,312,-430,-1,1
301,314,728,312,-427,2,3
304,311,728,312,-424,-1,1
307,314,728,312,-421,2,3
310,311,728,312,-418,-1,1
313,314,728,312,-415,2,3
316,311,728,312,-412,-1,1
319,314,728,312,-409,2,3
322,311,728,312,-406,-1,1
325,314,728,312,-403,2,3
328,311,728,312,-400,-1,1
331,314,728,312,-397,2,3
334,311,728,312,-394,-1,1
337,314,728,312,-391,2,3
340,311,728,312,-388,-1,1
343,314,728,312,-385,2,3
346,311,728,312,-382,-1,1
349,314,728,312,-379,2,3
352,311,728,312,-376,-1,1
355,314,728,312,-373,2,3
358,311,728,312,-370,-1,1
361,314,728,312,-367,2,3
364,311,728,312,-364,-1,1
367,314,728,312,-361,2,3
370,311,728,312,-358,-1,1
373,314,728,312,-355,2,3
376,311,728,312,-352,-1,1
379,314,728,312,-349,2,3
382,311,728,312,-346,-1,1
385,314,728,312,-343,2,3
388,311,728,312,-340,-1,1
391,314,728,312,-337,2,3
394,311,728,312,-334,-1,1
397,314,728,312,-331,2,3
400,311,728,312,-328,-1,1
403,314,728,312,-325,2,3
406,311,728,312,-322,-1,1
409,314,728,312,-319,2,3
412,311,728,312,-316,-1,1
415,314,728,312,-313,2,3
418,311,728,312,-310,-1,1
421,314,728,312,-307,2,3
424,311,728,312,-304,-1,1
427,314,728,312,-301,2,3
430,311,728,312,-298,-1,1
433,314,728,312,-295,2,3
436,311,728,312,-292,-1,1
439,314,728,312,-289,2,3
442,311,728,312,-286,-1,1
445,314,728,312,-283,2,3
448,311,728,312,-280,-1,1
451,314,728,312,-277,2,3
454,311,728,312,-274,-1,1
457,314,728,312,-271,2,3
460,311,728,312,-268,-1,1
463,314,728,312,-265,2,3
466,311,728,312,-262,-1,1
469,314,728,312,-259,2,3
472,311,728,312,-256,-1,1
475,314,728,312,-253,2,3
478,311,728,312,-250,-1,1
481,314,728,312,-247,2,3
484,311,728,312,-244,-1,1
487,314,728,312,-241,2,3
490,311,728,312,-238,-1,1
493,314,728,312,-235,2,3
496,311,728,312,-232,-1,1
499,314,728,312,-229,2,3
502,311,728,312,-226,-1,1
505,314,728,312,-223,2,3
508,311,728,312,-220,-1,1
511,314,728,312,-217,2,3
514,311,728,312,-214,-1,1
517,314,728,312,-211,2,3
520,311,728,312,-208,-1,1
523,314,728,312,-205,2,3
526,311,728,312,-202,-1,1
529,314,728,312,-199,2,3
532,311,728,312,-196,-1,1
535,314,728,312,-193,2,3
538,311,728,312,-190,-1,1
541,314,728,312,-187,2,3
544,311,728,312,-184,-1,1
547,314,728,312,-181,2,3
550,311,728,312,-178,-1,1
553,314,728,312,-175,2,3
556,311,728,312,-172,-1,1
559,314,728,312,-169,2,3
562,311,728,312,-166,-1,1
565,314,728,312,-163,2,3
568,311,728,312,-160,-1,1
571,314,728,312,-157,2,3
574,311,728,312,-154,-1,1
577,314,728,312,-151,2,3
580,311,728,312,-148,-1,1
583,314,728,312,-145,2,3
586,311,728,312,-142,-1,1
589,314,728,312,-139,2,3
592,311,728,312,-136,-1,1
595,314,728,312,-133,2,3
598,311,728,312,-130,-1,1
601,314,728,312,-127,2,3
604,311,728,312,-124,-1,1
607,314,728,312,-121,2,3
610,311,728,312,-118,-1,1
613,314,728,312,-115,2,3
616,311,728,312,-112,-1,1
619,314,728,312,-109,2,3
622,311,728,312,-106,-1,1
625,314,728,312,-103,2,3
628,311,728,312,-100,-1,1
631,314,728,312,-97,2,3
634,311,728,312,-94,-1,1
637,314,728,312,-91,2,3
640,311,728,312,-88,-1,1
643,314,728,312,-85,2,3
646,311,728,312,-82,-1,1
649,314,728,312,-79,2,3
652,311,728,312,-76,-1,1
655,314,728,312,-73,2,3
658,311,728,312,-70,-1,1
661,314,728,312,-67,2,3
664,311,728,312,-64,-1,1
667,314,728,312,-61,2,3
670,311,728,312,-58,-1,1
673,314,728,312,-55,2,3
676,311,728,312,-52,-1,1
679,314,728,312,-49,2,3
682,311,728,312,-46,-1,1
685,314,728,312,-43,2,3
688,311,728,312,-40,-1,1
691,314,728,312,-37,2,3
694,311,728,312,-34,-1,1
697,314,760,176,-63,138,3
700,311,760,176,-60,135,3
703,308,760,176,-57,132,3
706,305,760,176,-54,129,3
709,302,760,176,-51,126,3
712,299,760,176,-48,123,3
715,296,760,176,-45,120,3
718,293,760,176,-42,117,3
721,290,760,176,-39,114,3
724,287,760,176,-36,111,3
727,284,760,176,-33,108,3
730,281,760,176,-30,105,3
733,278,760,176,-27,102,3
736,275,760,176,-24,99,3
739,272,760,176,-21,96,3
742,269,760,176,-18,93,3
745,266,760,176,-15,90,3
748,263,760,176,-12,87,3
751,260,760,176,-9,84,3
754,257,760,176,-6,81,3
757,254,760,176,-3,78,3
760,251,760,176,0,75,4
760,248,760,176,0,72,4
760,245,760,176,0,69,4
760,242,760,176,0,66,4
760,239,760,176,0,63,4
760,236,760,176,0,60,4
760,233,760,176,0,57,4
760,230,760,176,0,54,4
760,227,760,176,0,51,4
760,224,760,176,0,48,4
760,221,760,176,0,45,4
760,218,760,176,0,42,4
760,215,760,176,0,39,4
760,212,760,176,0,36,4
760,209,760,176,0,33,4
760,206,600,168,160,38,5
757,203,600,168,157,35,5
754,200,600,168,154,32,5
751,197,600,168,151,29,5
748,194,600,168,148,26,5
745,191,600,168,145,23,5
742,188,600,168,142,20,5
739,185,600,168,139,17,5
736,182,600,168,136,14,5
733,179,600,168,133,11,5
730,176,600,168,130,8,5
727,173,600,168,127,5,5
724,170,600,168,124,2,5
721,167,600,168,121,-1,7
718,170,600,168,118,2,5
715,167,600,168,115,-1,7
712,170,600,168,112,2,5
709,167,600,168,109,-1,7
706,170,600,168,106,2,5
703,167,600,168,103,-1,7
700,170,600,168,100,2,5
697,167,600,168,97,-1,7
694,170,600,168,94,2,5
691,167,600,168,91,-1,7
688,170,600,168,88,2,5
685,167,600,168,85,-1,7
682,170,600,168,82,2,5
679,167,600,168,79,-1,7
676,170,600,168,76,2,5
673,167,600,168,73,-1,7
670,170,600,168,70,2,5
667,167,600,168,67,-1,7
664,170,600,168,64,2,5
661,167,600,168,61,-1,7
658,170,600,168,58,2,5
655,167,600,168,55,-1,7
652,170,600,168,52,2,5
649,167,600,168,49,-1,7
646,170,600,168,46,2,5
643,167,600,168,43,-1,7
640,170,600,168,40,2,5
637,167,600,168,37,-1,7
634,170,600,168,34,2,5
631,167,368,72,263,95,5
628,164,368,72,260,92,5
625,161,368,72,257,89,5
622,158,368,72,254,86,5
619,155,368,72,251,83,5
616,152,368,72,248,80,5
613,149,368,72,245,77,5
610,146,368,72,242,74,5
607,143,368,72,239,71,5
604,140,368,72,236,68,5
601,137,368,72,233,65,5
598,134,368,72,230,62,5
595,131,368,72,227,59,5
592,128,368,72,224,56,5
589,125,368,72,221,53,5
586,122,368,72,218,50,5
583,119,368,72,215,47,5
580,116,368,72,212,44,5
577,113,368,72,209,41,5
574,110,368,72,206,38,5
571,107,368,72,203,35,5
568,104,368,72,200,32,5
565,101,368,72,197,29,5
562,98,368,72,194,26,5
559,95,368,72,191,23,5
556,92,368,72,188,20,5
553,89,368,72,185,17,5
550,86,368,72,182,14,5
547,83,368,72,179,11,5
544,80,368,72,176,8,5
541,77,368,72,173,5,5
538,74,368,72,170,2,5
535,71,368,72,167,-1,7
532,74,368,72,164,2,5
529,71,368,72,161,-1,7
526,74,368,72,158,2,5
523,71,368,72,155,-1,7
520,74,368,72,152,2,5
517,71,368,72,149,-1,7
514,74,368,72,146,2,5
511,71,368,72,143,-1,7
508,74,368,72,140,2,5
505,71,368,72,137,-1,7
502,74,368,72,134,2,5
499,71,368,72,131,-1,7
496,74,368,72,128,2,5
493,71,368,72,125,-1,7
490,74,368,72,122,2,5
487,71,368,72,119,-1,7
484,74,368,72,116,2,5
481,71,368,72,113,-1,7
478,74,368,72,110,2,5
475,71,368,72,107,-1,7
472,74,368,72,104,2,5
469,71,368,72,101,-1,7
466,74,368,72,98,2,5
463,71,368,72,95,-1,7
460,74,368,72,92,2,5
457,71,368,72,89,-1,7
454,74,368,72,86,2,5
451,71,368,72,83,-1,7
448,74,368,72,80,2,5
445,71,368,72,77,-1,7
442,74,368,72,74,2,5
439,71,368,72,71,-1,7
436,74,368,72,68,2,5
433,71,368,72,65,-1,7
430,74,368,72,62,2,5
427,71,368,72,59,-1,7
424,74,368,72,56,2,5
421,71,368,72,53,-1,7
418,74,368,72,50,2,5
415,71,368,72,47,-1,7
412,74,368,72,44,2,5
409,71,368,72,41,-1,7
406,74,368,72,38,2,5
403,71,368,72,35,-1,7
400,74,368,72,32,2,5
397,71,776,256,-379,-185,1
400,74,776,256,-376,-182,1
403,77,776,256,-373,-179,1
406,80,776,256,-370,-176,1
409,83,776,256,-367,-173,1
412,86,776,256,-364,-170,1
415,89,776,256,-361,-167,1
418,92,776,256,-358,-164,1
421,95,776,256,-355,-161,1
424,98,776,256,-352,-158,1
427,101,776,256,-349,-155,1
430,104,776,256,-346,-152,1
433,107,776,256,-343,-149,1
436,110,776,256,-340,-146,1
439,113,776,256,-337,-143,1
442,116,776,256,-334,-140,1
445,119,776,256,-331,-137,1
448,122,776,256,-328,-134,1
451,125,776,256,-325,-131,1
454,128,776,256,-322,-128,1
457,131,776,256,-319,-125,1
460,134,776,256,-316,-122,1
463,137,776,256,-313,-119,1
466,140,776,256,-310,-116,1
469,143,776,256,-307,-113,1
472,146,776,256,-304,-110,1
475,149,776,256,-301,-107,1
478,152,776,256,-298,-104,1
481,155,776,256,-295,-101,1
484,158,776,256,-292,-98,1
487,161,776,256,-289,-95,1
490,164,776,256,-286,-92,1
493,167,776,256,-283,-89,1
496,170,776,256,-280,-86,1
499,173,776,256,-277,-83,1
502,176,776,256,-274,-80,1
505,179,776,256,-271,-77,1
508,182,776,256,-268,-74,1
511,185,776,256,-265,-71,1
514,188,776,256,-262,-68,1
517,191,776,256,-259,-65,1
520,194,776,256,-256,-62,1
523,197,776,256,-253,-59,1
526,200,776,256,-250,-56,1
529,203,776,256,-247,-53,1
532,206,776,256,-244,-50,1
535,209,776,256,-241,-47,1
538,212,776,256,-238,-44,1
541,215,776,256,-235,-41,1
544,218,776,256,-232,-38,1
547,221,776,256,-229,-35,1
550,224,776,256,-226,-32,1
553,227,776,256,-223,-29,1
556,230,776,256,-220,-26,1
559,233,776,256,-217,-23,1
562,236,776,256,-214,-20,1
565,239,776,256,-211,-17,1
568,242,776,256,-208,-14,1
571,245,776,256,-205,-11,1
574,248,776,256,-202,-8,1
577,251,776,256,-199,-5,1
580,254,776,256,-196,-2,1
583,257,776,256,-193,1,3
586,254,776,256,-190,-2,1
589,257,776,256,-187,1,3
592,254,776,256,-184,-2,1
595,257,776,256,-181,1,3
598,254,776,256,-178,-2,1
601,257,776,256,-175,1,3
604,254,776,256,-172,-2,1
607,257,776,256,-169,1,3
610,254,776,256,-166,-2,1
613,257,776,256,-163,1,3
616,254,776,256,-160,-2,1
619,257,776,256,-157,1,3
622,254,776,256,-154,-2,1
625,257,776,256,-151,1,3
628,254,776,256,-148,-2,1
631,257,776,256,-145,1,3
634,254,776,256,-142,-2,1
637,257,776,256,-139,1,3
640,254,776,256,-136,-2,1
643,257,776,256,-133,1,3
646,254,776,256,-130,-2,1
649,257,776,256,-127,1,3
652,254,776,256,-124,-2,1
655,257,776,256,-121,1,3
658,254,776,256,-118,-2,1
661,257,776,256,-115,1,3
664,254,776,256,-112,-2,1
667,257,776,256,-109,1,3
670,254,776,256,-106,-2,1
673,257,776,256,-103,1,3
676,254,776,256,-100,-2,1
679,257,776,256,-97,1,3
682,254,776,256,-94,-2,1
685,257,776,256,-91,1,3
688,254,776,256,-88,-2,1
691,257,776,256,-85,1,3
694,254,776,256,-82,-2,1
697,257,776,256,-79,1,3
700,254,776,256,-76,-2,1
703,257,776,256,-73,1,3
706,254,776,256,-70,-2,1
709,257,776,256,-67,1,3
712,254,776,256,-64,-2,1
715,257,776,256,-61,1,3
718,254,776,256,-58,-2,1
721,257,776,256,-55,1,3
724,254,776,256,-52,-2,1
727,257,776,256,-49,1,3
730,254,776,256,-46,-2,1
733,257,776,256,-43,1,3
736,254,776,256,-40,-2,1
739,257,776,256,-37,1,3
742,254,776,256,-34,-2,1
745,257,128,240,617,17,5
742,254,128,240,614,14,5
739,251,128,240,611,11,5
736,248,128,240,608,8,5
733,245,128,240,605,5,5
730,242,128,240,602,2,5
727,239,128,240,599,-1,7
724,242,128,240,596,2,5
721,239,128,240,593,-1,7
718,242,128,240,590,2,5
715,239,128,240,587,-1,7
712,242,128,240,584,2,5
709,239,128,240,581,-1,7
706,242,128,240,578,2,5
703,239,128,240,575,-1,7
700,242,128,240,572,2,5
697,239,128,240,569,-1,7
694,242,128,240,566,2,5
691,239,128,240,563,-1,7
688,242,128,240,560,2,5
685,239,128,240,557,-1,7
682,242,128,240,554,2,5
679,239,128,240,551,-1,7
676,242,128,240,548,2,5
673,239,128,240,545,-1,7
670,242,128,240,542,2,5
667,239,128,240,539,-1,7
664,242,128,240,536,2,5
661,239,128,240,533,-1,7
658,242,128,240,530,2,5
655,239,128,240,527,-1,7
652,242,128,240,524,2,5
649,239,128,240,521,-1,7
646,242,128,240,518,2,5
643,239,128,240,515,-1,7
640,242,128,240,512,2,5
637,239,128,240,509,-1,7
634,242,128,240,506,2,5
631,239,128,240,503,-1,7
628,242,128,240,500,2,5
625,239,128,240,497,-1,7
622,242,128,240,494,2,5
619,239,128,240,491,-1,7
616,242,128,240,488,2,5
613,239,128,240,485,-1,7
